short_description,close_notes,etiqueta
Buenos dias por favor ayuda con el caso:Se generó informe detallado sin lograr la descarga(No hay datos para generar el reporte) al validar en el correo de caíd,"Buen dia.
Para la vinculación 602000140655624 --> Notamos que aun falta por firma de documento nic por el comprador Maria Jose Blanco Caro, realizamos reenvio por favor indicarle buscar en bandeja de entrada el asunto Nic Persona Natural Maria Jose Blanco Caro en el correo 	mblancoc17@gmail.com y continuar con el proceso de firmas.


Para la vinculación 602000140689565 --> Notamos que falta la firma del comprador Sandra Milena Martin Beltran realizamos reenvio por favor indicarle buscar en bandeja de entrada el asunto Nic Persona Natural Sandra Milena Martin Beltran en el correo 	sandruchis_16@hotmail.com y continuar con el proceso de firmas. Adicionalmente también notamos que hay otra vinculación existente con el encargo 602000140690423 y ya el proceso de firmas culmino.

Reabrir incidente en caso de novedad.",0
"Buenos dias por favor ayuda con el siguiente caso:al descargar el informe detallado nos dice que No hay datos para generar el reporte ,por lo que solicitamos po","Buen dia.
Notamos que esta pendiente el documento encargo por firmar, realizamos reenvio, por favor indicarle al comprador buscar en bandeja de entrada el asunto Encargo Para Firmar Camila Andrea Pena Pinzon en el correo kamilapena13@gmail.com y realizar el proceso de firmas para este documento.
Reabrir incidente en caso de novedad.",1
Error en recepción de documentación para firmas,"Bue dia.
La herramienta ha estado enviando los documentos al comprador como se ve en la imagen.

Realizamos reenvio, por favor indicarle al comprador buscar en bandeja de entrada el asunto Nic Persona Natural Jaime Sanchez Lozano en el correo jaimesanchez300@gmail.com",1
Continuación INC1091531buenas tardes.El cliente manifiesta no haber recibido el correo.2024/02/26 16:44:022024/02/26 17:10:321708983749ANNAL,"Buen dia.
Se ha estado realizando envio y se ha leído el correo como se muestra en la imagen. Realizamos reenvio nuevamente al correo ahumadaramiro@hotmail.com  por favor indicarle buscar en bandeja de entrada.",1
"Error en vinculación en estado ""Información Financiera"" con documentación firmada","Buen dia.
Realizamos ajuste, por favor validar el dia de mañana si los documentos están para legalizar, reabrir incidente en caso de novedad.",0
Buen dia EstimadosConstructora Colsubsio nos reporta que los siguientes del proyecto La Arboleda VIS no han recibido el formulario NIC para culminar su proc,"Buen dia.

Se realiza reenvio a clientes mencionados por favor indicarles buscar en bandeja de entrada, adjunto evidencias para demostrar que la herramienta ha estado enviando los documentos según corresponde.
Reabrir incidente en caso de novedad.",1
"No es un incidente, sin embargo se solicita la anulación de los siguientes usuarios ya que se crearon por error, y se procedió  a eliminarlos y ahora no los dej","Buen dia.
Se realiza lo solicitado.",2
"Buen dia EstimadosConstructora los sauces, nos reporta la siguiente novedad de envio y recepcion de documento de vinculacion del siguiente cliente, el cual ","Buen dia.
Notamos que se han estado enviando los documentos al correo 	jmarin@rbm.com.co se realiza reenvio nuevamente al correo suministrado.",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.

Notamos que un problema con la base de datos ya que no tomo el estado de las firmas, realizamos ajuste para las vinculaciones y los documentos estarán disponibles para legalizar el dia de mañana 7 de marzo.
Se revisara solución para futuras vinculaciones.
Reabrir incidente en caso de novedad.",0
Buenas noches YovanyAgradezco tu colaboración para enviar a firmas los documentos del caso adjunto dado que el cliente manifiesta no haber recibido ningún c,"Hola Paula Vanessa.
Realizamos reenvio de documento encargo y nic, por favor indicarle al comprador buscar en bandeja de entrada, realizamos reenvio al correo danietaa@hotmail.com.
Saludos",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen día.
Notamos que los documentos se duplicaron y algunos ya están firmados , esto se debe a que se duplicaron los documentos en base de datos, realizamos ajuste para esta vinculacion, se revisara porque motivo se esta duplicando la información, por favor validar el día de mañana 11 de marzo 2024 si los documentos aparecen en davibox, reabrir incidente en caso de novedad.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen día.
Notamos que los documentos ya se encuentran firmados, el motivo del problema se debe a que se duplicaron los documentos en base de datos, realizamos ajuste para esta vinculacion, se revisara porque motivo se esta duplicando la información, por favor validar el día de mañana 11 de marzo 2024 si los documentos aparecen en davibox, reabrir incidente en caso de novedad.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen día.
Notamos que los documentos ya se encuentran firmados, el motivo del problema se debe a que se duplicaron los documentos en base de datos, realizamos ajuste para esta vinculacion, se revisara porque motivo se esta duplicando la información, por favor validar el día de mañana 11 de marzo 2024 si los documentos aparecen en davibox, reabrir incidente en caso de novedad.q",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen día.
Notamos que los documentos ya se encuentran firmados, el motivo del problema se debe a que se duplicaron los documentos en base de datos, realizamos ajuste para esta vinculacion, se revisara porque motivo se esta duplicando la información, por favor validar el día de mañana 11 de marzo 2024 si los documentos aparecen en davibox, reabrir incidente en caso de novedad.",0
Nombre constructora ; prodesaNombre proyecto : Nombre sala de ventas : ciudad respoandor Nombre asesor sala de ventas que reporta el caso :  eliana herrer,"Buen dia.
Se realiza trazabilidad al caso y notamos que el tema esta con los datos del comprador, la consulta se realiza a fuentes de datos de procuraduría donde hay novedad con el apellido del comprador se adjunta imagen, se ve que el apellido no coincide con la cédula.

Desde nuestro lado no podemos hacer modificaciones, se siguiere que el comprador se acerque a la entidad para resolver la novedad con el apellido.",2
Error en validación de registraduría,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Buen dia EstimadosReciban un cordial saludoSolicito su amable colaboracion con el cargue en el davibox de los documentos de vinculacion del encargo fidu,"Buen dia.
En sesión con cyespiti@davivienda.com nos informa que la vinculacion se encuentra legalizada.
No hay nada que hacer.",0
Nombre constructora - coninsa Nombre proyecto CAMPOALEGRENombre sala de ventas  CAMPOALEGRENombre asesor sala de ventas que reporta el caso ALEJANDRA Ho,"Buenos dias.
Realizamos reenvio de documento encargo a asesor, por favor indicarle buscar en bandeja de entrada, reabrir incidente en caso de novedad.",1
Error en vinculación,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Error en registro de nombre del cliente en (NIC) vs Documento de Identificación,"Buen dia.

se escalo el caso a la plataforma de validación de identidad, y nos dijeron que los datos están correctos, por otro lado también se hizo trazabilidad, pero no logramos encontrar nada ya que la validación de identidad se hizo el 19 de febrero paso un mes después de la radicación del incidente y lamentablemente no encontramos traza.

Por favor cuando el problema vuelva a ocurrir indicarnos inmediatamente.",2
Error en archivos CSV registran sin información,"Buen dia.
Gracias por la respuesta.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Notamos que el documento nic se duplico en base de datos de la herramienta por tal motivo no viajaron los documentos, se realiza ajuste para esta vinculaciones, por favor revisar el dia de mañana 4 de abril.
Reabrir incidente en caso de novedad.",0
"se solicita y se  se autoriza la eliminación de este tambien asesorcomercial1.agora@prodesa.com, ya que se creo pero no ha sido posible que el usuario ingrese a","Buen dia.
Se gestiona lo solicitado.",2
SOLICITUD: Eliminación de usuario,"Buen dia.
Se realiza eliminación.",2
"Buenas dias , por favor ayuda con el siguiente caso de CONSTRUCTORA BOLIVAR BOGOTA  PROYECTO MALTA  el encargo fiduciario con referencia 0602000140127269 client","Buen dia.
Realizamos cargue nuevamente de documentos, por favor validar el dia de mañana 15 de abril.
Reabrir incidente en caso de novedad.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Notamos que en efecto los documentos se firmaron en su totalidad, se duplicaron en base de datos, se realizo corrección des problema.
Por favor validar el dia de mañana 15 de abril.
Reabrir incidente en caso de novedad.",0
"Buenas dias , por favor ayuda con el siguiente caso de CONSTRUCTORA BOLIVAR BOGOTA PROYECTO MALTA el encargo fiduciario con referencia 0602000140127269 clientes","Buen dia.
Notamos que el documento w9 para el comprador Wendy Alejandra Urrego Callejas con cc 1032468074 se encontraba vencido el plazo para firmar, realizamos aumento de plazo teniendo fecha limite de 26/10/2023 por favor continuar con el proceso de firmas para este documento.",1
"15/04/20240602000140388689 TITULARES FIRMARON TODOS LOS DOCUMENTOS, AUN ASI NOS APARECE SIN LEGALIZAR EL ENCARGOGrupo de Asignación: Proveedor - Davinci V","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
"Error en etapa de vinculación ""Datos no coinciden""","Reciba un cordial saludo,

 a continuación, los detalles del caso:

Diagnóstico:

 
Se identifico diferencia de datos en los archivos de validación de la base de datos, por lo cual fue actualizada de acuerdo con lo que se encuentra registrado y disponible en la base de datos de la fuente oficial.

Causa Raíz del Evento:

Actualización Información.

Resultado:


Se realiza el proceso de validación, actualización e inclusión en la base de datos según la información que fue entregada por la fuente oficial. Esta fue disponibilizada para todos los productos y servicios de Experian, por lo cual agradecemos realizar las validaciones y pruebas que se consideren. 
En caso de novedad reabrir incidente.",2
Nombre constructora: Constructora Bolivar SANombre proyecto:  Varios ProyectosNombre sala de ventas: Diferentes salas de ventaNombre asesor sala de ventas,"Buenas tardes.
Solicito muy amablemente radicar un requerimiento con lo solicitado ya que esto no es una falla tecnológica",2
"Buenas tardes, solicitamos por favor de que se genere nuevamente el proceso para firmas de los compradores relacionados de CONSTRUCTORA CUSEZAR , Toda vez que a","Buenas tardes.
Lo solicitado es un requerimiento se iniciará hacer la gestión con REQ0238928",1
